"Category","Sub Category","Item","Done","Subtask","Subtask Done","Subtask Hidden","ASVS","Description","Tools","Links","Applicability","Sources","Tags","Priority","Hidden","Subcategory Notes"
"Authentication Verification Requirements (V2)","Credential Storage","Salt should be at least 32 bits in length","FALSE","","","","2.4.2","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Authentication Verification Requirements (V2)","Credential Storage","If PBKDF2 is used, should be at least 100k iterations","FALSE","","","","2.4.3","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Authentication Verification Requirements (V2)","Credential Storage","If Bcrypt is used, work factor should be at least 10","FALSE","","","","2.4.4","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Authentication Verification Requirements (V2)","Credential Storage","Salt should be randomly generated securely (SP 800-131A), not shared with the user and stored separately","FALSE","","","","2.4.5","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Authentication Verification Requirements (V2)","Credential Recovery","Activation or recovery secret should not be sent in clear text to the user","FALSE","","","","2.5.1","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Authentication Verification Requirements (V2)","Credential Recovery","Password hints or secret questions should not be used","FALSE","","","","2.5.2","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Authentication Verification Requirements (V2)","Credential Recovery","Password recovery should not reveal the current password","FALSE","","","","2.5.3","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Authentication Verification Requirements (V2)","Credential Recovery","Default or shared accounts should not be present (e.g. default Admin, root or sa accounts)","FALSE","","","","2.5.4","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Authentication Verification Requirements (V2)","Credential Recovery","User should be notified of authenticator factors changing","FALSE","","","","2.5.5","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Authentication Verification Requirements (V2)","Credential Recovery","Forgotten password should use a secure recovery mechanism (e.g. OTP, mobile push etc)","FALSE","","","","2.5.6","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Authentication Verification Requirements (V2)","Credential Recovery","If OTP/MFA is lost the user identity should be verified","FALSE","","","","2.5.7","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Authentication Verification Requirements (V2)","Credential Recovery","Password reset tokens should not be predictable","FALSE","","","","-","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Authentication Verification Requirements (V2)","Credential Recovery","Password reset flows should have rate limiting","FALSE","","","","-","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
